image,caption,Gemma_caption,Gemini_caption,Llama_caption
140526327_3cb984de09.jpg,رجل يتسلق الصخور بالقرب من المحيط,رجل يتسلق صخره مرتفعه، يرتدي خوذه برتقاليه، وينظر الي منظر طبيعي خلاب يضم مدينه وشاطءا وبحرا.,متسلق صخور ينظر الي الاعلي بينما يطل علي مدينه ساحليه وبحر شاسع.,رجل يرتدي خوذه ويرتفع علي حافه صخريه، ويربط الحبال بركبته وذراعه، ويرتفع فوق منظر طبيعي خلاب يطل علي خليج او بحيره مع افق المدينه في الخلفيه.
1406010299_5755339f08.jpg,صبي يرتدي زي القراصنه يبرز في الكاميرا بينما تجلس القوارب في الخلفيه,طفلا يرتدي زي قرصان، مع عصابه راس ملونه وعصابه عين سوداء، يقف امام خلفيه من قوارب بيضاء في يوم مشمس.,صبي يرتدي زيا يشبه زي القراصنه ورقعه عين، بتعبير جاد وقبضه مشدوده، وخلفه قوارب راسيه علي الماء.,ولد صغير يرتدي زي قراصنه.
1408958345_68eea9a4e4.jpg,فتاه تبتسم وهي تسير علي الشاطء الرملي الابيض في ملابس السباحه,طفله صغيره تركض علي الشاطء وهي ترتدي ملابس سباحه ملونه، مع امواج البحر في الخلفيه.,طفله سعيده تجري علي شاطء البحر.,صوره لطفله علي الشاطء.
1410193619_13fff6c875.jpg,طفل يقف علي جانب الاريكه,تظهر الصوره شخصا مستلقيا علي اريكه حمراء ويستخدم مروحه كبيره موجهه نحو السقف، ربما لتبريد الغرفه او لخلق تيار هواءي.,طفله صغيره تتسلق اريكه حمراء لتصل الي مصباح ارضي.,صوره لامراه في بيت، جالسه علي ظهر اريكه حمراء، ومرتديه ملابس سوداء، ولها غطاء ازرق يغطيها.
141139674_246c0f90a1.jpg,صبي يضرب البيسبول بالمضرب,يضرب طفل صغير يرتدي خوذه زرقاء الكره في لعبه البيسبول، بينما يقف حارس المرمي خلفه مستعدا.,طفلا صغيرا يضرب كره البيسبول بمضربه بقوه.,صوره لطفل يضرب الكره في لعبه البيسبول.
141140165_9002a04f19.jpg,صبي صغير يشير الي وجه صبي صغير اخر,يحتفل لاعب بيسبول صغير يرتدي قميصا ازرق فاتح مع زميله في الفريق الذي يرتدي قميصا برتقاليا بعد الوصول الي القاعده.,طفلان يلعبان البيسبول، احدهما يشير باصبعه الي وجه الاخر في الملعب.,صوره لطفلين يلعبان الكره، احدهما يلمس انف الاخر.
1412832223_99e8b4701a.jpg,فتاه في منطقه رمليه,فتاه تقفز في الهواء فوق كومه من الرمال، ويبدو انها تستمتع بوقتها.,فتاه صغيره سعيده تقفز في الهواء فوق الرمال.,صوره لطفله قفزت فوق رمل البحر.
1413956047_c826f90c8b.jpg,ثلاثه يقفون علي الجبل,ثلاثه رجال يقفون علي قمه جبل، مع منظر طبيعي خلاب من الجبال والغابات والسماء الزرقاء الملبده بالغيوم في الخلفيه.,ثلاثه رجال يقفون علي قمه جبل ذات منظر طبيعي خلاب.,ثلاثه رجال يقفون علي قمه الجبل، امامهم مناظر طبيعيه خلابه من الجبال والسماء.
1414779054_31946f9dfc.jpg,صبي يقفز من اعلي كتله اسمنتيه,طفلا يقفز من علي رصيف مرتفع، ويبدو متحمسا ومستمتعا بالقفز.,طفل يقفز بفرح في الهواء علي طريق مرصوف.,صبي يصعد علي حافه رصيف.
1414820925_3504c394e1.jpg,رجل يرتدي سروالا احمر يقفز خلف شبكه للكره الطاءره,اليك وصف للصوره يظهر رجل يرتدي نظارات شمسيه وشورت احمر وهو يقفز في الهواء اثناء لعب الكره الطاءره الشاطءيه امام جدار من الطوب.,لاعب كره طاءره يقفز عاليا لضرب الكره فوق الشبكه.,صوره لشاب يلعب الكره الطاءره علي شرفه من الطوب الاحمر.
1415591512_a84644750c.jpg,فتاه تلعب في الوحل بالقرب من سياره,تجري طفله صغيره ذات شعر اشقر متطاير في العشب، وهي تحمل عصا، مع وجود سياره فضيه في الخلفيه.,طفله تركض بحماس علي العشب مرتديه جزمات.,صوره لطفله صغيره تركض في العشب امام سياره فضيه اللون.
1417031097_ab656bc4bd.jpg,شخص يضحك علي متن السفينه الدواره,"تظهر الصوره اشخاصا يستمتعون بركوب لعبه ""الكرسي المتارجح"" في المهرجان، حيث يظهرون معلقين في الهواء وهم يصرخون من الاثاره.",تظهر امراه تضحك بفرح علي متن لعبه اثاره في مدينه ملاهي.,ركب الناس في عربه ترفيهيه مربوطه بحبال ترفرف في الهواء.
1417295167_5299df6db8.jpg,رجل يحمل شراب في يده وينظر الي هاتفه المحمول,شاب يرتدي نظارات وقميصا اسودا من وهو ينظر الي هاتفه المحمول بينما يحمل كوبا من المشروبات، محاطا باشخاص اخرين في مكان عام.,شاب ينظر باهتمام الي هاتف في يده، ويحمل كوب مشروب.,صوره لرجل يمسك هاتفا محمولا في يده اليمني وكوبا بلاستيكيا في يده اليسري.
141755290_4b954529f3.jpg,امراه في ثياب رياضيه حمراء تعصر الليمون,"تظهر الصوره امراه تبتسم وهي تعمل علي عصاره قصب السكر في كشك في الهواء الطلق، مع وجود علامه """" (اكراميات) وبعض الاكواب والمواد الاخري حولها.",امراه ترتدي قلاده من الزهور وتصنع العصير في كشك.,امراه تعمل في محل لبيع العصاءر.
141755292_7a0b3364cf.jpg,رجل وامراه في مادبه عشاء,اليك وصف للصوره تخدم امراه شابه طبقا من الطعام لشخص ما من طاوله بوفيه في حدث خارجي.,تظهر شابه تقدم طبقا من النودلز واللحم في منطقه لتقديم الطعام.,امراه واقفه امام طاوله طعام معد ماءده في الخارج.
1417637704_572b4d6557.jpg,طفلان بشعر بني في صندوق سياره,طفلين صغيرين جالسين في صندوق سياره مفتوح، ويبدو انهما يستمتعان بوقتهما.,طفلتان لطيفتان تطلان بفضول من فتحه سياره.,صوره لطفلين داخل صندوق سياره.
1417882092_c94c251eb3.jpg,اثنين من المشاهدين,شابين يقفان بجانب بعضهما البعض، ينظران الي الامام، مع خلفيه ضبابيه لمدينه ملاهي.,شابان يرتديان ملابس عصريه يقفان امام خلفيه ملونه وضبابيه.,صوره لشابين يرتديان ملابس غير رسميه ويراقبان شيءا ما.
1417941060_2a0f7908bc.jpg,طفل يلعب مع وجه صبي,يستلقي صبي علي سرير منسوج، بينما يحاول طفل صغير اللعب براسه، ويبدو ان هناك شخصا اخر بجانبهما.,رضيع يلمس راس صبي اكبر بلطف علي سرير منسوج.,صوره لطفل رضيع يتفحص شعر صبي كبير.
1418019748_51c7d59c11.jpg,يتحدث رجل في قميص ابيض وقبعه زرقاء,رجل يرتدي قبعه زرقاء وقميصا ابيض اللون، ويبدو انه يعمل في كشك لبيع الطعام، حيث يحمل شيءا في يده المغطاه بقفاز ابيض.,رجل يرتدي قبعه زرقاء وزيا ابيض يقدم طعاما، مرتديا قفازا.,رجل مسن يضع غطاء علي زجاجه مشروب غازي.
1418266617_b32143275b.jpg,كلب رطب يقفز فوق عقبه,كلبا من نوع سبرينجر سبانييل وهو يقفز فوق حاجز في مسابقه رياضيه، ويبدو انه يستمتع بالماء المتطاير حوله.,كلب بني وابيض رطب يقفز بتركيز فوق حاجز وسط رذاذ الماء المتطاير.,كلب يعدو في سباق للكلب.
1418503947_953d373632.jpg,رجل يرتدي قبعه برتقاليه يسحب سيجاره من صندوق,رجل يرتدي قبعه منقوشه وقميصا بنيا، وهو ينظر الي الاسفل ويضع شيءا في حقيبه، مع وجود سيجاره معلقه من فمه، بينما يظهر اشخاص اخرون في الخلفيه.,رجل بقبعه كاروهات بنيه اللون وسيجاره في فمه يمسك علبه سجاءر خضراء بيده.,صوره لرجل يفتح علبه خضراء.
1419286010_b59af3962a.jpg,رجل في قبعه رماديه يصطاد,رجلا يرتدي قبعه ويجلس في قارب، وهو يمسك بصناره صيد ويبدو منغمسا في صيد السمك في يوم مشمس.,رجل يصطاد السمك من قارب في بحيره هادءه تحت سماء صافيه.,رجل يصطاد الاسماك في بحيره هادءه.
1419385780_1383ec7ba9.jpg,رجل يرتدي الازرق,رجلا يرتدي نظارات شمسيه من وشعرا علي شكل قمه، وهو يربط رباطات يده، ويبدو انه يستعد للملاكمه او القتال.,"شابا بتسريحه شعر بانك بارزه ونظارات """" الشمسيه.",رجل يمتطي دراجه ناريه في وسط المدينه، يمتاز بقصه شعره العاليه والملفته.
